batch,episode_start,epsilon,mean,std,min,max,p25,p50,p75
46,23552,0.999534,-4.88723,0.116486,-5.25856,-4.49469,-4.96806,-4.89811,-4.80968
47,24064,0.999524,-4.89647,0.113119,-5.37546,-4.50086,-4.97448,-4.89975,-4.82287
48,24576,0.999513,-4.89156,0.11555,-5.33944,-4.47271,-4.97437,-4.89943,-4.82156
49,25088,0.999503,-4.88888,0.119497,-5.42918,-4.39604,-4.9703,-4.89038,-4.81726
50,25600,0.999493,-4.89353,0.115999,-5.23016,-4.49765,-4.96916,-4.89975,-4.82031
51,26112,0.999483,-4.89698,0.118111,-5.36081,-4.51405,-4.969,-4.90012,-4.82704
52,26624,0.999473,-4.89479,0.123959,-5.36773,-4.48066,-4.97435,-4.89854,-4.81692
53,27136,0.999463,-4.88983,0.112342,-5.25336,-4.58681,-4.95895,-4.8965,-4.81568
54,27648,0.999453,-4.89502,0.121422,-5.3366,-4.3872,-4.96596,-4.90001,-4.82071
55,28160,0.999442,-4.89737,0.119909,-5.19719,-4.33559,-4.98048,-4.90848,-4.81662
56,28672,0.999432,-4.88766,0.120231,-5.33578,-4.41728,-4.96649,-4.89086,-4.81016
57,29184,0.999422,-4.90255,0.116968,-5.26801,-4.58189,-4.98253,-4.89978,-4.82281
58,29696,0.999412,-4.88788,0.1175,-5.18887,-4.51953,-4.97438,-4.89245,-4.81231
59,30208,0.999402,-4.89043,0.117881,-5.23159,-4.44067,-4.96779,-4.90304,-4.81386
60,30720,0.999392,-4.8973,0.111657,-5.21962,-4.54216,-4.96472,-4.90072,-4.82312
61,31232,0.999382,-4.8975,0.115596,-5.33274,-4.54238,-4.97194,-4.90132,-4.82384
62,31744,0.999371,-4.89483,0.112626,-5.25902,-4.54612,-4.97052,-4.90209,-4.81601
63,32256,0.999361,-4.89086,0.119327,-5.26007,-4.47437,-4.97017,-4.89394,-4.81056
64,32768,0.999351,-4.89381,0.12082,-5.36691,-4.37275,-4.96867,-4.90281,-4.83037
65,33280,0.999341,-4.89098,0.117522,-5.3337,-4.48857,-4.96541,-4.892,-4.81632
66,33792,0.999331,-4.8956,0.114095,-5.22772,-4.51976,-4.97168,-4.89864,-4.82643
67,34304,0.999321,-4.89088,0.121631,-5.2851,-4.33155,-4.97772,-4.89711,-4.81402
68,34816,0.999311,-4.88202,0.114332,-5.17604,-4.50818,-4.96233,-4.88974,-4.80499
69,35328,0.999301,-4.89497,0.111431,-5.18249,-4.42296,-4.96907,-4.9018,-4.82729
70,35840,0.99929,-4.88773,0.114184,-5.21429,-4.42896,-4.96688,-4.89191,-4.81612
71,36352,0.99928,-4.89434,0.114912,-5.32932,-4.57896,-4.97373,-4.90074,-4.82336
72,36864,0.99927,-4.88337,0.119928,-5.31935,-4.49276,-4.95913,-4.89384,-4.80833
73,37376,0.99926,-4.88523,0.119884,-5.24312,-4.42273,-4.96844,-4.89169,-4.8143
74,37888,0.99925,-4.89175,0.115035,-5.26902,-4.46172,-4.96726,-4.89693,-4.82753
75,38400,0.99924,-4.9016,0.122906,-5.35625,-4.53124,-4.98253,-4.90627,-4.8189
76,38912,0.99923,-4.88822,0.118132,-5.24477,-4.40028,-4.96691,-4.898,-4.8191
77,39424,0.999219,-4.89847,0.109911,-5.1504,-4.48054,-4.97066,-4.90619,-4.84021
78,39936,0.999209,-4.88629,0.117496,-5.23136,-4.52532,-4.96151,-4.88948,-4.80755
79,40448,0.999199,-4.89207,0.118744,-5.27207,-4.49474,-4.97076,-4.88836,-4.81433
80,40960,0.999189,-4.88432,0.123454,-5.32662,-4.35539,-4.96553,-4.89297,-4.80884
81,41472,0.999179,-4.89022,0.119386,-5.21429,-4.47488,-4.97409,-4.89313,-4.8158
82,41984,0.999169,-4.8822,0.115511,-5.17776,-4.50085,-4.96895,-4.87689,-4.80822
83,42496,0.999159,-4.89131,0.119711,-5.30952,-4.46057,-4.9691,-4.89759,-4.81922
84,43008,0.999148,-4.89061,0.117351,-5.30051,-4.39261,-4.96147,-4.89648,-4.8182
85,43520,0.999138,-4.88748,0.118409,-5.32845,-4.40275,-4.96456,-4.88756,-4.81868
86,44032,0.999128,-4.88411,0.118187,-5.2559,-4.47406,-4.95913,-4.88791,-4.82158
87,44544,0.999118,-4.89284,0.122823,-5.25214,-4.43752,-4.97566,-4.901,-4.81607
88,45056,0.999108,-4.89523,0.111458,-5.28022,-4.54307,-4.97498,-4.90008,-4.82064
89,45568,0.999098,-4.88415,0.125113,-5.43898,-4.32745,-4.96434,-4.8841,-4.80567
90,46080,0.999088,-4.88677,0.117834,-5.30325,-4.50917,-4.96272,-4.8902,-4.80991
91,46592,0.999077,-4.88923,0.120828,-5.24925,-4.40175,-4.97451,-4.88167,-4.81568
92,47104,0.999067,-4.88307,0.125103,-5.26313,-4.4976,-4.96334,-4.88866,-4.80628
93,47616,0.999057,-4.88975,0.125338,-5.50855,-4.47538,-4.96963,-4.90003,-4.81358
94,48128,0.999047,-4.89132,0.113452,-5.24882,-4.44513,-4.96776,-4.89615,-4.8235
95,48640,0.999037,-4.89181,0.117526,-5.41307,-4.50986,-4.96697,-4.89736,-4.82283
96,49152,0.999027,-4.88946,0.120834,-5.41209,-4.52982,-4.96792,-4.89252,-4.81234
97,49664,0.999017,-4.88113,0.120705,-5.29936,-4.43057,-4.96416,-4.8847,-4.80601
98,50176,0.999007,-4.88334,0.113313,-5.26063,-4.50017,-4.95676,-4.88398,-4.80964
99,50688,0.998996,-4.89233,0.110473,-5.33941,-4.47265,-4.96046,-4.8921,-4.82257
100,51200,0.998986,-4.88103,0.118527,-5.24956,-4.50362,-4.95829,-4.88549,-4.81057
101,51712,0.998976,-4.89194,0.11686,-5.30038,-4.50859,-4.96552,-4.89369,-4.81183
102,52224,0.998966,-4.89152,0.10347,-5.22894,-4.51092,-4.96205,-4.89477,-4.83096
103,52736,0.998956,-4.89594,0.11479,-5.28421,-4.62811,-4.96579,-4.88959,-4.82623
104,53248,0.998946,-4.88802,0.112878,-5.47747,-4.4433,-4.96559,-4.88914,-4.81818
105,53760,0.998936,-4.89711,0.117737,-5.40236,-4.55185,-4.97076,-4.90053,-4.8259
106,54272,0.998925,-4.89776,0.113656,-5.20219,-4.50358,-4.97542,-4.89933,-4.83439
107,54784,0.998915,-4.90001,0.118543,-5.28091,-4.48899,-4.97594,-4.90486,-4.83223
108,55296,0.998905,-4.88953,0.115657,-5.26395,-4.39403,-4.96884,-4.90064,-4.81443
109,55808,0.998895,-4.89238,0.12293,-5.22772,-4.49912,-4.97103,-4.89056,-4.81484
110,56320,0.998885,-4.8917,0.116587,-5.34127,-4.52906,-4.9651,-4.88543,-4.81428
111,56832,0.998875,-4.88173,0.113078,-5.33272,-4.47877,-4.95138,-4.88352,-4.80485
112,57344,0.998865,-4.89485,0.120353,-5.37241,-4.53426,-4.97451,-4.90049,-4.8196
113,57856,0.998854,-4.89085,0.12436,-5.25831,-4.51276,-4.98338,-4.89253,-4.81021
114,58368,0.998844,-4.89757,0.121976,-5.27534,-4.45689,-4.97819,-4.89761,-4.81705
115,58880,0.998834,-4.89425,0.115594,-5.26806,-4.553,-4.97052,-4.89608,-4.82112
116,59392,0.998824,-4.89913,0.108038,-5.2149,-4.57446,-4.97897,-4.90422,-4.83112
117,59904,0.998814,-4.88739,0.119663,-5.18742,-4.28941,-4.96663,-4.89553,-4.8216
118,60416,0.998804,-4.89053,0.120589,-5.27534,-4.41099,-4.96563,-4.89402,-4.82275
119,60928,0.998794,-4.89121,0.124001,-5.29466,-4.45651,-4.97436,-4.89859,-4.80893
120,61440,0.998783,-4.8878,0.129051,-5.57122,-4.43354,-4.97166,-4.88822,-4.80855
121,61952,0.998773,-4.88738,0.120398,-5.44396,-4.4812,-4.9645,-4.89369,-4.81978
122,62464,0.998763,-4.89731,0.114741,-5.21117,-4.50826,-4.96961,-4.90584,-4.82533
123,62976,0.998753,-4.88263,0.120538,-5.25519,-4.50733,-4.95969,-4.88578,-4.80337
124,63488,0.998743,-4.89089,0.118375,-5.23391,-4.4972,-4.96981,-4.89658,-4.81942
125,64000,0.998733,-4.89484,0.109494,-5.26313,-4.42575,-4.96793,-4.90279,-4.82375
126,64512,0.998723,-4.89024,0.120436,-5.28306,-4.54388,-4.96906,-4.89445,-4.81091
127,65024,0.998713,-4.89009,0.114194,-5.22561,-4.45466,-4.9607,-4.89527,-4.82204
128,65536,0.998702,-4.88832,0.120155,-5.2265,-4.43266,-4.97012,-4.89444,-4.81243
129,66048,0.998692,-4.89359,0.119981,-5.28258,-4.38855,-4.96892,-4.89795,-4.82568
130,66560,0.998682,-4.89687,0.117978,-5.25092,-4.5255,-4.97132,-4.90077,-4.82442
131,67072,0.998672,-4.88443,0.12385,-5.18498,-4.39273,-4.96393,-4.89696,-4.81124
132,67584,0.998662,-4.88097,0.120112,-5.21551,-4.43383,-4.96179,-4.88703,-4.81151
133,68096,0.998652,-4.89516,0.127781,-5.40659,-4.41429,-4.97364,-4.89664,-4.81515
134,68608,0.998642,-4.90007,0.117527,-5.39988,-4.45189,-4.96713,-4.90605,-4.83007
135,69120,0.998631,-4.88353,0.120593,-5.31136,-4.52639,-4.96151,-4.88005,-4.8019
136,69632,0.998621,-4.89443,0.119463,-5.20926,-4.44313,-4.97676,-4.90212,-4.81387
137,70144,0.998611,-4.90138,0.11798,-5.22894,-4.48483,-4.97762,-4.91149,-4.83354
138,70656,0.998601,-4.89946,0.113793,-5.33633,-4.55018,-4.97304,-4.90612,-4.81688
139,71168,0.998591,-4.88348,0.120086,-5.25618,-4.3999,-4.96361,-4.89091,-4.8106
140,71680,0.998581,-4.89406,0.121727,-5.44628,-4.48488,-4.97384,-4.90117,-4.81574
141,72192,0.998571,-4.89129,0.114716,-5.33125,-4.53934,-4.96604,-4.89663,-4.82097
142,72704,0.99856,-4.89229,0.115941,-5.23094,-4.46252,-4.97721,-4.89602,-4.82419
143,73216,0.99855,-4.89667,0.116208,-5.24461,-4.38886,-4.97725,-4.89889,-4.82663
144,73728,0.99854,-4.89643,0.118341,-5.28151,-4.47464,-4.9681,-4.89953,-4.82341
145,74240,0.99853,-4.88855,0.115022,-5.22283,-4.48141,-4.97183,-4.89483,-4.81296
146,74752,0.99852,-4.89567,0.114268,-5.30962,-4.37385,-4.97676,-4.90005,-4.82316
147,75264,0.99851,-4.90079,0.120951,-5.25031,-4.45466,-4.97996,-4.90427,-4.82944
148,75776,0.9985,-4.89132,0.116992,-5.28694,-4.43056,-4.96215,-4.89852,-4.82567
149,76288,0.998489,-4.89369,0.112975,-5.25824,-4.50114,-4.96672,-4.90229,-4.82338
150,76800,0.998479,-4.8917,0.111895,-5.19109,-4.4508,-4.96536,-4.89405,-4.82612
151,77312,0.998469,-4.88581,0.128954,-5.23743,-4.3844,-4.96751,-4.89564,-4.80144
152,77824,0.998459,-4.89823,0.111884,-5.23525,-4.46353,-4.97616,-4.89725,-4.82511
153,78336,0.998449,-4.8897,0.11992,-5.29976,-4.49417,-4.96534,-4.89233,-4.81615
154,78848,0.998439,-4.90039,0.114259,-5.23871,-4.49546,-4.97153,-4.90671,-4.83779
155,79360,0.998429,-4.88652,0.122291,-5.35447,-4.50237,-4.96853,-4.8965,-4.80575
156,79872,0.998419,-4.88115,0.123609,-5.2096,-4.46375,-4.96123,-4.89413,-4.80806
157,80384,0.998408,-4.89005,0.12041,-5.27778,-4.53314,-4.97706,-4.90272,-4.80795
158,80896,0.998398,-4.88847,0.118822,-5.17777,-4.44427,-4.96934,-4.89254,-4.81775
159,81408,0.998388,-4.89175,0.116214,-5.38523,-4.39776,-4.9687,-4.89475,-4.81401
160,81920,0.998378,-4.89004,0.122584,-5.23634,-4.4063,-4.96903,-4.89281,-4.81807
161,82432,0.998368,-4.88645,0.112605,-5.25283,-4.41645,-4.96073,-4.89048,-4.81788
162,82944,0.998358,-4.89221,0.11447,-5.22631,-4.41242,-4.96687,-4.8969,-4.82629
163,83456,0.998348,-4.89711,0.115777,-5.33432,-4.38898,-4.9718,-4.89572,-4.82483
164,83968,0.998337,-4.89921,0.114693,-5.28898,-4.58354,-4.97521,-4.90533,-4.82382
165,84480,0.998327,-4.89175,0.115741,-5.32662,-4.4696,-4.96485,-4.89964,-4.82235
166,84992,0.998317,-4.88607,0.120247,-5.23628,-4.49841,-4.96272,-4.89456,-4.81612
167,85504,0.998307,-4.88947,0.113767,-5.31146,-4.47803,-4.9651,-4.89691,-4.81607
168,86016,0.998297,-4.89605,0.113469,-5.31685,-4.51301,-4.97347,-4.89823,-4.82999
169,86528,0.998287,-4.8875,0.120069,-5.30342,-4.40755,-4.95764,-4.89722,-4.81129
170,87040,0.998277,-4.89351,0.121001,-5.24799,-4.4755,-4.97727,-4.89104,-4.8126
171,87552,0.998266,-4.8802,0.114682,-5.23077,-4.50461,-4.95824,-4.88033,-4.80799
172,88064,0.998256,-4.89203,0.116071,-5.35348,-4.47908,-4.96035,-4.88871,-4.82413
173,88576,0.998246,-4.89859,0.115018,-5.36118,-4.54621,-4.96565,-4.89798,-4.83328
174,89088,0.998236,-4.89008,0.118396,-5.2429,-4.38008,-4.96329,-4.90464,-4.8213
175,89600,0.998226,-4.88727,0.11941,-5.38767,-4.45139,-4.96774,-4.89262,-4.81411
176,90112,0.998216,-4.89236,0.118058,-5.4099,-4.4776,-4.9706,-4.89608,-4.82055
177,90624,0.998206,-4.89286,0.11729,-5.21251,-4.50794,-4.97152,-4.89678,-4.82518
178,91136,0.998196,-4.88769,0.118513,-5.3086,-4.55883,-4.96502,-4.89423,-4.81046
179,91648,0.998185,-4.88869,0.112765,-5.26474,-4.52629,-4.96101,-4.89049,-4.817
180,92160,0.998175,-4.88351,0.119433,-5.17978,-4.47314,-4.96333,-4.89003,-4.81072
181,92672,0.998165,-4.88638,0.117168,-5.1681,-4.50084,-4.96586,-4.89036,-4.81036
182,93184,0.998155,-4.8983,0.116152,-5.23182,-4.41462,-4.97362,-4.90007,-4.82744
183,93696,0.998145,-4.89601,0.116935,-5.36153,-4.44212,-4.97321,-4.90249,-4.82798
184,94208,0.998135,-4.88194,0.11418,-5.24981,-4.5391,-4.9662,-4.88894,-4.80527
185,94720,0.998125,-4.89169,0.111764,-5.21391,-4.46855,-4.96424,-4.89641,-4.82172
186,95232,0.998114,-4.88834,0.122187,-5.34148,-4.41632,-4.96831,-4.89295,-4.81225
187,95744,0.998104,-4.89381,0.112683,-5.28266,-4.52665,-4.96622,-4.89422,-4.81888
188,96256,0.998094,-4.89455,0.121538,-5.29731,-4.50658,-4.97722,-4.89994,-4.82077
189,96768,0.998084,-4.88132,0.114327,-5.18038,-4.53283,-4.96112,-4.88316,-4.80076
190,97280,0.998074,-4.89732,0.116741,-5.26801,-4.35543,-4.97097,-4.90301,-4.82748
191,97792,0.998064,-4.89132,0.119629,-5.49172,-4.4845,-4.96434,-4.8904,-4.81722
192,98304,0.998054,-4.88653,0.12623,-5.38172,-4.36133,-4.96959,-4.88759,-4.80733
193,98816,0.998043,-4.88807,0.119833,-5.26565,-4.48087,-4.96588,-4.8838,-4.81109
194,99328,0.998033,-4.88027,0.114466,-5.18987,-4.52527,-4.96198,-4.88715,-4.80403
195,99840,0.998023,-4.89017,0.115896,-5.44094,-4.52234,-4.96294,-4.89151,-4.81184
196,100352,0.998013,-4.88994,0.119441,-5.31015,-4.52473,-4.97741,-4.89591,-4.81721
197,100864,0.998003,-4.89544,0.123457,-5.38625,-4.54945,-4.97189,-4.90349,-4.81782
198,101376,0.997993,-4.89894,0.109807,-5.27782,-4.5777,-4.9718,-4.89754,-4.82826
199,101888,0.997983,-4.89538,0.116967,-5.34127,-4.50889,-4.96304,-4.90096,-4.82614
200,102400,0.997972,-4.89049,0.120759,-5.21064,-4.40791,-4.97259,-4.88812,-4.81191
201,102912,0.997962,-4.88572,0.118795,-5.27778,-4.45203,-4.96327,-4.89515,-4.81141
202,103424,0.997952,-4.89254,0.118587,-5.40539,-4.40908,-4.96486,-4.89726,-4.82208
203,103936,0.997942,-4.88584,0.119061,-5.22968,-4.54444,-4.96165,-4.89426,-4.80847
204,104448,0.997932,-4.88839,0.123632,-5.37546,-4.42657,-4.96633,-4.88711,-4.80808
205,104960,0.997922,-4.89122,0.117235,-5.38983,-4.47993,-4.96652,-4.89466,-4.81845
206,105472,0.997912,-4.89113,0.118185,-5.27742,-4.41963,-4.96864,-4.89829,-4.82416
207,105984,0.997902,-4.89182,0.118651,-5.21803,-4.42706,-4.9753,-4.89672,-4.81452
208,106496,0.997891,-4.8983,0.113894,-5.28357,-4.46654,-4.96812,-4.90073,-4.83081
209,107008,0.997881,-4.89844,0.11819,-5.34127,-4.41656,-4.96766,-4.90392,-4.82774
210,107520,0.997871,-4.89461,0.111047,-5.24267,-4.4087,-4.96283,-4.89749,-4.82992
211,108032,0.997861,-4.89072,0.113433,-5.30278,-4.48409,-4.96871,-4.89213,-4.8176
212,108544,0.997851,-4.89034,0.120839,-5.26252,-4.43438,-4.97693,-4.90033,-4.8113
213,109056,0.997841,-4.89669,0.116196,-5.23748,-4.49605,-4.96516,-4.90462,-4.82881
214,109568,0.997831,-4.89188,0.117512,-5.23626,-4.51422,-4.97005,-4.89548,-4.81253
215,110080,0.99782,-4.89402,0.119509,-5.21079,-4.50967,-4.97285,-4.90298,-4.82446
216,110592,0.99781,-4.88053,0.118693,-5.28167,-4.4962,-4.95885,-4.88502,-4.8088
217,111104,0.9978,-4.89736,0.11904,-5.24855,-4.40222,-4.96939,-4.90398,-4.82006
218,111616,0.99779,-4.89861,0.121251,-5.28022,-4.3638,-4.97401,-4.89799,-4.81799
219,112128,0.99778,-4.89196,0.119522,-5.2674,-4.48203,-4.97035,-4.89155,-4.8182
220,112640,0.99777,-4.89815,0.117559,-5.44802,-4.51747,-4.97239,-4.90109,-4.82477
221,113152,0.99776,-4.89699,0.115296,-5.28194,-4.50573,-4.97755,-4.89663,-4.8318
222,113664,0.997749,-4.88765,0.113896,-5.32306,-4.52387,-4.95545,-4.8907,-4.81642
223,114176,0.997739,-4.89304,0.118731,-5.50825,-4.42812,-4.96751,-4.89256,-4.8167
224,114688,0.997729,-4.89733,0.113405,-5.35269,-4.43702,-4.97423,-4.89335,-4.82082
225,115200,0.997719,-4.89586,0.123822,-5.26618,-4.37528,-4.97743,-4.90005,-4.81373
226,115712,0.997709,-4.88988,0.123863,-5.30593,-4.35308,-4.9674,-4.89926,-4.81964
227,116224,0.997699,-4.88406,0.118558,-5.39683,-4.53917,-4.95249,-4.89364,-4.80771
228,116736,0.997689,-4.88958,0.111169,-5.23751,-4.49054,-4.96833,-4.89469,-4.82589
229,117248,0.997678,-4.89059,0.11724,-5.32296,-4.26923,-4.96405,-4.89073,-4.81575
230,117760,0.997668,-4.89671,0.115402,-5.3162,-4.45685,-4.96503,-4.89914,-4.82195
231,118272,0.997658,-4.89976,0.113309,-5.25092,-4.54085,-4.97501,-4.90216,-4.82917
232,118784,0.997648,-4.89989,0.119226,-5.35287,-4.53984,-4.97804,-4.90242,-4.8263
233,119296,0.997638,-4.88741,0.121451,-5.38034,-4.42812,-4.96944,-4.89366,-4.81353
234,119808,0.997628,-4.88854,0.113788,-5.19902,-4.45372,-4.96,-4.89757,-4.8234
235,120320,0.997618,-4.88431,0.121335,-5.27674,-4.42246,-4.96111,-4.88676,-4.81635
236,120832,0.997608,-4.8944,0.120897,-5.30535,-4.38542,-4.97439,-4.90099,-4.81974
237,121344,0.997597,-4.89525,0.110413,-5.22422,-4.50396,-4.9671,-4.89865,-4.82755
238,121856,0.997587,-4.88073,0.118304,-5.21799,-4.5317,-4.95983,-4.88545,-4.80339
239,122368,0.997577,-4.89733,0.108885,-5.15568,-4.47085,-4.97293,-4.90398,-4.83184
240,122880,0.997567,-4.89473,0.112847,-5.28919,-4.56649,-4.96586,-4.89279,-4.82354
241,123392,0.997557,-4.88997,0.11609,-5.2851,-4.52869,-4.96683,-4.89471,-4.81852
242,123904,0.997547,-4.88814,0.116776,-5.26695,-4.51428,-4.96428,-4.88834,-4.81007
243,124416,0.997537,-4.88233,0.112074,-5.2381,-4.4783,-4.95562,-4.88212,-4.8065
244,124928,0.997526,-4.87695,0.119468,-5.38042,-4.44808,-4.94901,-4.88348,-4.80926
245,125440,0.997516,-4.88208,0.122867,-5.22933,-4.4864,-4.9621,-4.8856,-4.80469
246,125952,0.997506,-4.89541,0.116839,-5.3022,-4.46596,-4.96679,-4.90144,-4.82909
247,126464,0.997496,-4.88922,0.116839,-5.24115,-4.46276,-4.96784,-4.8921,-4.81849
248,126976,0.997486,-4.8893,0.117627,-5.26336,-4.53826,-4.96389,-4.89453,-4.82262
249,127488,0.997476,-4.88172,0.115183,-5.23779,-4.52486,-4.95789,-4.88112,-4.80762
250,128000,0.997466,-4.88147,0.122006,-5.40586,-4.464,-4.96064,-4.88476,-4.81412
251,128512,0.997455,-4.89582,0.126981,-5.3095,-4.36691,-4.97656,-4.90587,-4.81788
252,129024,0.997445,-4.88756,0.11181,-5.33722,-4.53467,-4.96373,-4.89264,-4.81481
253,129536,0.997435,-4.88823,0.121687,-5.35348,-4.36483,-4.96541,-4.88947,-4.81786
254,130048,0.997425,-4.89668,0.112865,-5.21664,-4.48563,-4.97151,-4.90749,-4.82611
255,130560,0.997415,-4.89266,0.118015,-5.24359,-4.50681,-4.97187,-4.90416,-4.81951
256,131072,0.997405,-4.89381,0.116854,-5.29792,-4.29198,-4.96927,-4.89723,-4.81281
257,131584,0.997395,-4.89305,0.116342,-5.29731,-4.46881,-4.97393,-4.89856,-4.81319
258,132096,0.997384,-4.8935,0.127472,-5.29731,-4.49402,-4.9782,-4.8923,-4.80906
259,132608,0.997374,-4.89677,0.112728,-5.3022,-4.46333,-4.96785,-4.89584,-4.82694
260,133120,0.997364,-4.8912,0.121945,-5.26048,-4.28401,-4.97218,-4.89288,-4.81674
261,133632,0.997354,-4.88941,0.121325,-5.38529,-4.46915,-4.96262,-4.89695,-4.81319
262,134144,0.997344,-4.88051,0.123049,-5.28266,-4.39511,-4.96401,-4.88639,-4.81344
263,134656,0.997334,-4.89403,0.121123,-5.21463,-4.45913,-4.97354,-4.89222,-4.81358
264,135168,0.997324,-4.89854,0.12153,-5.29915,-4.36363,-4.97483,-4.90489,-4.82032
265,135680,0.997314,-4.89181,0.121323,-5.19708,-4.41178,-4.97772,-4.89276,-4.81696
266,136192,0.997303,-4.88573,0.109792,-5.24266,-4.51866,-4.95634,-4.89589,-4.81779
267,136704,0.997293,-4.8896,0.123447,-5.30952,-4.41532,-4.96617,-4.88711,-4.81313
268,137216,0.997283,-4.88684,0.113604,-5.22996,-4.49174,-4.95718,-4.88621,-4.81874
269,137728,0.997273,-4.88861,0.114068,-5.40055,-4.42804,-4.96172,-4.88823,-4.82822
270,138240,0.997263,-4.88485,0.117833,-5.3054,-4.4102,-4.96284,-4.89264,-4.80962
271,138752,0.997253,-4.88508,0.124507,-5.28837,-4.53531,-4.97173,-4.88849,-4.8002
272,139264,0.997243,-4.90424,0.115337,-5.34987,-4.48668,-4.98151,-4.90953,-4.82726
